FID,ROADNAME,NUM_LANES,SUR_TYPE,Label_Cate
1827,HILL ROAD,2,Paved,County Road
1828,HWY 3,2,Paved,State Highway
1829,HWY 3,2,Paved,State Highway
1830,MINER ST,2,Paved,City Street
1831,I-5R,2,Paved,Interstate Ramp
1832,LANE ST,2,Paved,City Street
1833,SPIERS ST,2,Paved,City Street
1834,OREGON ST,2,Paved,City Street
1835,CENTER ST,2,Paved,City Street
1836,GREEN HERON DR,2,Paved,City Street
1837,MINER ST,2,Paved,City Street
1838,GOLD ST,2,Paved,City Street
1839,LANE ST,2,Paved,City Street
1840,FOURTH ST,2,Paved,City Street
1841,CENTER ST,2,Paved,City Street
1842,E DEL MONTE,2,Paved,City Street
1843,9TH ST,2,Paved,City Street
1844,TECHNOR ROBISON ROAD,2,Paved,County Road
1845,SPIERS ST,2,Paved,City Street
1846,FOOTHILL DR,2,Paved,City Street
1847,I-5R,2,Paved,Interstate Ramp
1848,BROADWAY ST,2,Paved,City Street
1849,CENTER ST,2,Paved,City Street
1850,I-5R,2,Paved,Interstate Ramp
1851,FOOTHILL DR,2,Paved,City Street
1852,15TH ST,2,Paved,City Street
1853,FOOTHILL DR,2,Paved,City Street
1854,I-5,2,Paved,Interstate
1855,FOOTHILL DR,2,Paved,City Street
1856,S WEST ST,2,Paved,City Street
1857,I-5,2,Paved,Interstate
1858,FOOTHILL DR,2,Paved,City Street
1859,FOOTHILL DR,2,Paved,City Street
1860,FOOTHILL DR,2,Paved,City Street
1861,FOOTHILL DR,2,Paved,City Street
1862,I-5,2,Paved,Interstate
1863,HWY 3,2,Paved,State Highway
1864,CENTER ST,2,Paved,City Street
1865,I-5,2,Paved,Interstate
1866,FOOTHILL DR,2,Paved,City Street
1867,FOOTHILL DR,2,Paved,City Street
1868,FOOTHILL DR,2,Paved,City Street
1869,S WEST ST,2,Paved,City Street
1870,BUTTE ST,2,Paved,City Street
1871,OREGON ST,2,Paved,City Street
1872,LANE ST,2,Paved,City Street
1873,FOOTHILL DR,2,Paved,City Street
1874,MINER ST,2,Paved,City Street
1875,MINER ST,2,Paved,City Street
1876,E CHURCHILL ST,2,Paved,City Street
1877,BUTTE ST,2,Paved,City Street
1878,I-5R,2,Paved,Interstate Ramp
1879,FOURTH ST,2,Paved,City Street
1880,LANE ST,2,Paved,City Street
1881,HWY 3,2,Paved,State Highway
1882,SPIERS ST,2,Paved,City Street
1883,GOLD ST,2,Paved,City Street
1884,14TH ST,2,Paved,City Street
1885,PRATHER ST,2,Paved,City Street
1886,FOOTHILL DR,2,Paved,City Street
1887,BROADWAY ST,2,Paved,City Street
1888,LANE ST,2,Paved,City Street
1889,16TH ST,2,Paved,City Street
1890,WEBB ST,2,Paved,City Street
1891,HWY 3,2,Paved,State Highway
1892,LANE ST,2,Paved,City Street
1893,SHASTA AV,2,Paved,City Street
1894,CENTER ST,2,Paved,City Street
1895,11TH ST,2,Paved,City Street
1896,SPIERS ST,2,Paved,City Street
1897,OREGON ST,2,Paved,City Street
1898,BUTTE ST,2,Paved,City Street
1899,CENTER ST,2,Paved,City Street
1900,13TH ST,2,Paved,City Street
1901,PRATHER ST,2,Paved,City Street
1902,S WEST ST,2,Paved,City Street
1903,SOUTH ST,2,Paved,City Street
1904,15TH ST,2,Paved,City Street
1905,WEBB ST,2,Paved,City Street
1906,FOURTH ST,2,Paved,City Street
1907,BUTTE ST,2,Paved,City Street
1908,SOUTH ST,2,Paved,City Street
1909,EAST ST,2,Paved,City Street
1910,BROADWAY ST,2,Paved,City Street
1911,BUTTE ST,2,Paved,City Street
1912,GOLD ST,2,Paved,City Street
1913,SOUTH ST,2,Paved,City Street
1914,EXECUTIVE CT,2,Paved,City Street
1915,CHANDLER WY,2,Paved,City Street
1916,SOUTH ST,2,Paved,City Street
1917,HWY 3,2,Paved,State Highway
1918,BUTTE ST,2,Paved,City Street
1919,SHASTA AV,2,Paved,City Street
1920,JACKSON ST,2,Paved,City Street
1921,12TH ST,2,Paved,City Street
1922,PRATHER ST,2,Paved,City Street
1923,JACKSON ST,2,Paved,City Street
1924,SHASTA AV,2,Paved,City Street
1925,14TH ST,2,Paved,City Street
1926,WEBB ST,2,Paved,City Street
1927,14TH ST,2,Paved,City Street
1928,S WEST ST,2,Paved,City Street
1929,JACKSON ST,2,Paved,City Street
1930,OREGON ST,2,Paved,City Street
1931,SOUTH ST,2,Paved,City Street
1932,11TH ST,2,Paved,City Street
1933,PRATHER ST,2,Paved,City Street
1934,9TH ST,2,Paved,City Street
1935,HWY 3,2,Paved,State Highway
1936,GOLD ST,2,Paved,City Street
1937,JACKSON ST,2,Paved,City Street
1938,FOURTH ST,2,Paved,City Street
1939,SOUTH ST,2,Paved,City Street
1940,13TH ST,2,Paved,City Street
1941,WEBB ST,2,Paved,City Street
1942,15TH ST,2,Paved,City Street
1943,BROADWAY ST,2,Paved,City Street
1944,SOUTH ST,2,Paved,City Street
1945,I-5R,2,Paved,Interstate Ramp
1946,I-5,2,Paved,Interstate
1947,RAYMOND ST,2,Paved,City Street
1948,RAYMOND ST,2,Paved,City Street
1949,HWY 3,2,Paved,State Highway
1950,SOUTH ST,2,Paved,City Street
1951,GOLD ST,2,Paved,City Street
1952,E SPIERS ST,2,Paved,City Street
1953,GREENHORN ROAD,2,Paved,County Road
1954,PHILLIPE LN,2,Paved,City Street
1955,12TH ST,2,Paved,City Street
1956,WEBB ST,2,Paved,City Street
1957,OREGON ST,2,Paved,City Street
1958,JACKSON ST,2,Paved,City Street
1959,14TH ST,2,Paved,City Street
1960,KING ST,2,Paved,City Street
1961,6TH ST,2,Paved,City Street
1962,FOURTH ST,2,Paved,City Street
1963,JACKSON ST,2,Paved,City Street
1964,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Unpaved,County Road
1965,FRENCH ST,2,Paved,City Street
1966,SHASTA AV,2,Paved,City Street
1967,I-5,2,Paved,Interstate
1968,I-5R,2,Paved,Interstate Ramp
1969,BROADWAY ST,2,Paved,City Street
1970,JACKSON ST,2,Paved,City Street
1971,X,2,Paved,City Street
1972,RIDGEVIEW DR,2,Paved,City Street
1973,11TH ST,2,Paved,City Street
1974,WEBB ST,2,Paved,City Street
1975,9TH ST,2,Paved,City Street
1976,E PRATHER ST,2,Paved,City Street
1977,13TH ST,2,Paved,City Street
1978,KING ST,2,Paved,City Street
1979,15TH ST,2,Paved,City Street
1980,15TH ST,2,Paved,City Street
1981,SCOBIE ST,2,Paved,City Street
1982,6TH ST,2,Paved,City Street
1983,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Paved,County Road
1984,FOURTH ST,2,Paved,City Street
1985,8TH ST,2,Paved,City Street
1986,E PRATHER ST,2,Paved,City Street
1987,12TH ST,2,Paved,City Street
1988,KING ST,2,Paved,City Street
1989,BROADWAY ST,2,Paved,City Street
1990,ANNIE ST,2,Paved,City Street
1991,SUNSET ST,2,Paved,City Street
1992,14TH ST,2,Paved,City Street
1993,SCOBIE ST,2,Paved,City Street
1994,BROADWAY ST,2,Paved,City Street
1995,DILLON WY,2,Paved,City Street
1996,BROADWAY ST,2,Paved,City Street
1997,DILLON WY,2,Paved,City Street
1998,14TH ST,2,Paved,City Street
1999,FRENCH ST,2,Paved,City Street
2000,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Unpaved,County Road
2001,SNOWDEN HOVEY GULCH ROAD,2,Unpaved,County Road
2002,E SPIERS ST,2,Paved,City Street
2003,EAST ST,2,Unpaved,City Street
2004,E SPIERS ST,2,Paved,City Street
2005,FOOTHILL DR,2,Paved,City Street
2006,SUNSET ST,2,Paved,City Street
2007,TOWNSEND ROAD,2,Unpaved,County Road
2008,E PRATHER ST,2,Paved,City Street
2009,HWY 3,2,Paved,State Highway
2010,BROADWAY ST,2,Paved,City Street
2011,OREGON ST,2,Paved,City Street
2012,HWY 3,2,Paved,State Highway
2013,KING ST,2,Paved,City Street
2014,9TH ST,2,Paved,City Street
2015,HWY 3,2,Paved,State Highway
2016,13TH ST,2,Paved,City Street
2017,SCOBIE ST,2,Paved,City Street
2018,FOURTH ST,2,Paved,City Street
2019,YREKA ST,2,Paved,City Street
2020,ANNIE ST,2,Paved,City Street
2021,STATE ST,2,Paved,City Street
2022,CARLTON ROAD,2,Unpaved,County Road
2023,X,2,Paved,City Street
2024,OLD MONTAGUE ROAD,2,Paved,County Road
2025,15TH ST,2,Paved,City Street
2026,6TH ST,2,Paved,City Street
2027,E PRATHER ST,2,Paved,City Street
2028,BROADWAY ST,2,Paved,City Street
2029,YREKA ST,2,Paved,City Street
2030,HWY 3,2,Paved,State Highway
2031,YREKA ST,2,Paved,City Street
2032,FOOTHILL DR,2,Paved,City Street
2033,STATE ST,2,Paved,City Street
2034,8TH ST,2,Paved,City Street
2035,HWY 3,2,Paved,State Highway
2036,OLD MONTAGUE ROAD,2,Paved,County Road
2037,PRATHER ST,2,Paved,City Street
2038,12TH ST,2,Paved,City Street
2039,SCOBIE ST,2,Paved,City Street
2040,10TH ST,2,Paved,City Street
2041,KING ST,2,Paved,City Street
2042,BREWER LN,2,Paved,City Street
2043,OREGON ST,2,Paved,City Street
2044,14TH ST,2,Paved,City Street
2045,JULIAN ST,2,Paved,City Street
2046,5TH ST,2,Paved,City Street
2047,PRATHER ST,2,Paved,City Street
2048,HWY 3,2,Paved,State Highway
2049,BROADWAY ST,2,Paved,City Street
2050,7TH ST,2,Paved,City Street
2051,HWY 3,2,Paved,State Highway
2052,HWY 3,2,Paved,State Highway
2053,SCOBIE ST,2,Paved,City Street
2054,9TH ST,2,Paved,City Street
2055,KING ST,2,Paved,City Street
2056,LICHENS ROAD,2,Paved,County Road
2057,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Unpaved,County Road
2058,13TH ST,2,Paved,City Street
2059,JULIAN ST,2,Paved,City Street
2060,EVERGREEN ST,2,Paved,City Street
2061,5TH ST,2,Paved,City Street
2062,6TH ST,2,Paved,City Street
2063,HWY 3,2,Paved,State Highway
2064,8TH ST,2,Paved,City Street
2065,KING ST,2,Paved,City Street
2066,BULLE ST,2,Paved,City Street
2067,14TH ST,2,Paved,City Street
2068,OREGON ST,2,Paved,City Street
2069,MIDDLE ST,2,Paved,City Street
2070,10TH ST,2,Paved,City Street
2071,SCOBIE ST,2,Paved,City Street
2072,FOURTH ST,2,Paved,City Street
2073,MIDDLE ST,2,Paved,City Street
2074,5TH ST,2,Paved,City Street
2075,HWY 3,2,Paved,State Highway
2076,COLLIER LANE,2,Paved,County Road
2077,7TH ST,2,Paved,City Street
2078,KING ST,2,Paved,City Street
2079,HWY 3,2,Paved,State Highway
2080,HWY 3,2,Paved,State Highway
2081,OLD MONTAGUE ROAD,2,Paved,County Road
2082,HWY 3,2,Paved,State Highway
2083,9TH ST,2,Paved,City Street
2084,SCOBIE ST,2,Paved,City Street
2085,MONTAGUE AIRPORT ROAD,2,Paved,County Road
2086,HWY 3,2,Paved,State Highway
2087,EVERGREEN ST,2,Paved,City Street
2088,SHASTA AV,2,Paved,City Street
2089,13TH ST,2,Paved,City Street
2090,HWY 3,2,Paved,State Highway
2091,HWY 3,2,Paved,State Highway
2092,HWY 3,2,Paved,State Highway
2093,EVERGREEN ST,2,Paved,City Street
2094,6TH ST,2,Paved,City Street
2095,KING ST,2,Paved,City Street
2096,8TH ST,2,Paved,City Street
2097,SCOBIE ST,2,Paved,City Street
2098,SCOBIE ST,2,Paved,City Street
2099,10TH ST,2,Paved,City Street
2100,EVERGREEN ST,2,Paved,City Street
2101,EVERGREEN ST,2,Paved,City Street
2102,MEADOWLARK LN,2,Paved,City Street
2103,TURRE LN,2,Paved,City Street
2104,OREGON ST,2,Paved,City Street
2105,TURRE LN,2,Paved,City Street
2106,FOURTH ST,2,Paved,City Street
2107,TURRE LN,2,Paved,City Street
2108,TURRE LN,2,Paved,City Street
2109,LAWRENCE LN,2,Paved,City Street
2110,HWY 3,2,Paved,State Highway
2111,TURRE LN,2,Paved,City Street
2112,TURRE LN,2,Paved,City Street
2113,MEADOWLARK LN,2,Paved,City Street
2114,TURRE LN,2,Paved,City Street
2115,SUNRISE WY,2,Paved,City Street
2116,SUNRISE CT,2,Paved,City Street
2117,OREGON ST,2,Paved,City Street
2118,FOURTH ST,2,Paved,City Street
2119,ROSE LN,2,Paved,City Street
2120,HWY 3,2,Paved,State Highway
2121,ROSE LN,2,Paved,City Street
2122,LAWRENCE LN,2,Paved,City Street
2123,MEADOWLARK LN,2,Paved,City Street
2124,EMERSON DR,2,Paved,City Street
2125,DAWN DR,2,Paved,City Street
2126,FOURTH ST,2,Paved,City Street
2127,9TH ST,2,Paved,City Street
2128,OREGON ST,2,Paved,City Street
2129,DAWN DR,2,Paved,City Street
2130,SUNRISE WY,2,Paved,City Street
2131,SHADOW LN,2,Paved,City Street
2132,LAWRENCE LN,2,Paved,City Street
2133,MEADOWLARK LN,2,Paved,City Street
2134,LAWRENCE LN,2,Paved,City Street
2135,LEWIS ST,2,Paved,City Street
2136,SUNRISE WY,2,Paved,City Street
2137,LAWRENCE LN,2,Paved,City Street
2138,MEADOWLARK LN,2,Paved,City Street
2139,OREGON ST,2,Paved,City Street
2140,LAWRENCE LN,2,Paved,City Street
2141,OREGON ST,2,Paved,City Street
2142,LAWRENCE LN,2,Paved,City Street
2143,HWY 3,2,Paved,State Highway
2144,LAWRENCE LN,2,Paved,City Street
2145,OREGON ST,2,Paved,City Street
2146,FLORENTINE,2,Paved,City Street
2147,4TH ST,2,Paved,City Street
2148,ORR ST,2,Paved,City Street
2149,OREGON ST,2,Paved,City Street
2150,ANDERSON RD,2,Paved,City Street
2151,ANDERSON RD,2,Paved,City Street
2152,HARRY CASH ROAD,2,Unpaved,County Road
2153,11TH ST,2,Paved,City Street
2154,WENDY DR,2,Paved,City Street
2155,BRUCE ST,2,Paved,City Street
2156,OAKVIEW CIR,2,Paved,City Street
2157,4TH ST,2,Paved,City Street
2158,BRUCE ST,2,Paved,City Street
2159,OREGON ST,2,Paved,City Street
2160,BRUCE ST,2,Paved,City Street
2161,HWY 3,2,Paved,State Highway
2162,BRUCE ST,2,Paved,City Street
2163,TECHNOR ROBISON ROAD,2,Unpaved,County Road
2164,LONG PRAIRIE ROAD,2,Unpaved,County Road
2165,MCADAMS CREEK ROAD,2,Paved,County Road
2166,OREGON ST,2,Paved,City Street
2167,HARRY CASH ROAD,2,Unpaved,County Road
2168,OBERLIN LN,2,Paved,City Street
2169,HWY 3,2,Paved,State Highway
2170,OREGON RD,2,Paved,City Street
2171,I-5,2,Paved,Interstate
2172,OBERLIN RD,2,Paved,City Street
2173,I-5,2,Paved,Interstate
2174,OBERLIN RD,2,Paved,City Street
2175,OBERLIN RD,2,Paved,City Street
2176,OBERLIN RD,2,Paved,City Street
2177,OREGON ST,2,Paved,City Street
2178,PAYNE LN,2,Paved,City Street
2179,KEGLER LN,2,Paved,City Street
2180,PAYNE LN,2,Paved,City Street
2181,HWY 3,2,Paved,State Highway
2182,PAYNE LN,2,Paved,City Street
2183,OBERLIN RD,2,Paved,City Street
2184,HARRY CASH ROAD,2,Paved,County Road
2185,OBERLIN ROAD,2,Paved,County Road
2186,CAMPBELL AV,2,Paved,City Street
2187,GREENHORN ROAD,2,Paved,County Road
2188,OBERLIN ROAD,2,Paved,County Road
2189,FAIRLANE RD,2,Paved,City Street
2190,TABLEROCK ROAD,2,Unpaved,County Road
2191,CAMPBELL AV,2,Paved,City Street
2192,MILL RD,2,Paved,City Street
2193,DAVIS RD,2,Paved,City Street
2194,OREGON ST,2,Paved,City Street
2195,HIRAM PAGE RD,2,Paved,City Street
2196,YELLOWHAMMER ST,2,Paved,City Street
2197,THOOK DR,2,Paved,City Street
2198,COMSTOCK DR,2,Paved,City Street
2199,CAMPBELL AV,2,Paved,City Street
2200,CAMPBELL AV,2,Paved,City Street
2201,COMSTOCK DR,2,Paved,City Street
2202,YELLOWHAMMER ST,2,Paved,City Street
2203,MUH CHEE SHEE,2,Paved,City Street
2204,OREGON ST,2,Paved,City Street
2205,HWY 3,2,Paved,State Highway
2206,GREENHORN RD,2,Paved,City Street
2207,FAIRLANE RD,2,Paved,City Street
2208,GREENHORN RD,2,Paved,City Street
2209,GREENHORN RD,2,Paved,City Street
2210,YELLOWHAMMER ST,2,Paved,City Street
2211,PUH NAY FITCH,2,Paved,City Street
2212,MILL RD,2,Paved,City Street
2213,E GREENHORN RD,2,Paved,City Street
2214,YELLOWHAMMER ST,2,Paved,City Street
2215,KUTCHY KAWTCH,2,Paved,City Street
2216,CAMPBELL AV,2,Paved,City Street
2217,CAMPBELL AV,2,Paved,City Street
2218,CAMPBELL AV,2,Paved,City Street
2219,SOUTH PHILLIPE LANE,2,Paved,County Road
2220,OBERLIN ROAD,2,Paved,County Road
2221,PLACER DR,2,Paved,City Street
2222,LOWER LITTLE SHASTA ROAD,2,Paved,County Road
2223,OLD STATE HWY,2,Unpaved,County Road
2224,EE TUCKA TUCKA TEE,2,Paved,City Street
2225,YELLOWHAMMER ST,2,Paved,City Street
2226,PLACER DR,2,Paved,City Street
2227,COMSTOCK DR,2,Paved,City Street
2228,YELLOWHAMMER ST,2,Paved,City Street
2229,BIG SPRINGS ROAD,2,Paved,County Road
2230,SOULE LANE,2,Paved,County Road
2231,LOWER LITTLE SHASTA ROAD,2,Paved,County Road
2232,HARRY CASH ROAD,2,Unpaved,County Road
2233,FLUME CT,2,Paved,City Street
2234,LUCAS RD,2,Paved,City Street
2235,DOVE LN,2,Paved,City Street
2236,QUAIL AV,2,Paved,City Street
2237,SANDPIPER CT,2,Paved,City Street
2238,BLUEBIRD ST,2,Paved,City Street
2239,BLUEBIRD ST,2,Paved,City Street
2240,FAIRLANE RD,2,Paved,City Street
2241,HWY 3,2,Paved,State Highway
2242,RANCH LN,2,Paved,City Street
2243,OREGON ST,2,Paved,City Street
2244,NUGGET WY,2,Paved,City Street
2245,SUTTER ST,2,Paved,City Street
2246,COMSTOCK DR,2,Paved,City Street
2247,RANCH LN,2,Paved,City Street
2248,SHARPS RD,2,Paved,City Street
2249,I-5,2,Paved,Interstate
2250,OLD STATE HWY,2,Paved,County Road
2251,PLACER DR,2,Paved,City Street
2252,LOWER LITTLE SHASTA ROAD,2,Paved,County Road
2253,HARRY CASH ROAD,2,Paved,County Road
2254,PYRITE DR,2,Paved,City Street
2255,COMSTOCK DR,2,Paved,City Street
2256,PYRITE DR,2,Paved,City Street
2257,NUGGET WY,2,Paved,City Street
2258,I-5,2,Paved,Interstate
2259,CAMPUS DR,2,Paved,City Street
2260,OREGON ST,2,Paved,City Street
2261,4-H WY,2,Paved,City Street
2262,HWY 3,2,Paved,State Highway
2263,4-H WY,2,Paved,City Street
2264,DOVE LN,2,Paved,City Street
2265,SANDPIPER CT,2,Paved,City Street
2266,SWALLOW CIR,2,Paved,City Street
2267,SANDPIPER CT,2,Paved,City Street
2268,MCADAMS CREEK ROAD,2,Unpaved,County Road
2269,OBERLIN ROAD,2,Paved,County Road
2270,OBERLIN ROAD,2,Paved,County Road
2271,MONTAGUE GRENADA ROAD,2,Paved,County Road
2272,OBERLIN ROAD,2,Paved,County Road
2273,MCADAMS CREEK ROAD,2,Paved,County Road
2274,CAMPUS DR,2,Paved,City Street
2275,FAIRLANE RD,2,Paved,City Street
2276,MOONLIT OAKS AV,2,Paved,City Street
2277,I-5,2,Paved,Interstate
2278,MOONLIT OAKS AV,2,Paved,City Street
2279,I-5,2,Paved,Interstate
2280,MOONLIT OAKS AV,2,Paved,City Street
2281,MCADAMS CREEK ROAD,2,Unpaved,County Road
2282,MOONLIT OAKS AV,2,Paved,City Street
2283,MOONLIT OAKS AV,2,Paved,City Street
2284,HWY 3,2,Paved,State Highway
2285,MOONLIT OAKS AV,2,Paved,City Street
2286,HI YOU GULCH ROAD,2,Unpaved,County Road
2287,SCOTT RIVER ROAD,2,Paved,County Road
2288,MCADAMS CREEK ROAD,2,Paved,County Road
2289,FAIRLANE RD,2,Paved,City Street
2290,HWY 96,2,Paved,State Highway
2291,I-5R,2,Paved,Interstate Ramp
2292,I-5,2,Paved,Interstate
2293,BIG SPRINGS ROAD,2,Unpaved,County Road
2294,I-5,2,Paved,Interstate
2295,HWY 3,2,Paved,State Highway
2296,OUTSEN RD,2,Paved,City Street
2297,ROLLING HILLS DRIVE,2,Paved,County Road
2298,ROLLING HILLS DRIVE,2,Paved,County Road
2299,ROLLING HILLS DRIVE,2,Paved,County Road
2300,FAIRLANE ROAD,2,Paved,County Road
2301,VALLEY DRIVE,2,Paved,County Road
2302,BRECEDA LANE,2,Paved,County Road
2303,MONTAGUE GRENADA ROAD,2,Paved,County Road
2304,FAIRLANE ROAD,2,Paved,County Road
2305,ARROYO DRIVE,2,Paved,County Road
2306,BIG SPRINGS ROAD,2,Paved,County Road
2307,ARROYO DRIVE,2,Paved,County Road
2308,MCADAMS CREEK ROAD,2,Unpaved,County Road
2309,HWY 3,2,Paved,State Highway
2310,DEL COURT,2,Paved,County Road
2311,HI YOU GULCH ROAD,2,Unpaved,County Road
2312,MCADAMS CREEK ROAD,2,Paved,County Road
2313,SCOTT BAR ROAD,2,Unpaved,County Road
2314,HI YOU GULCH ROAD,2,Unpaved,County Road
2315,HI YOU GULCH ROAD,2,Unpaved,County Road
2316,INDIAN CREEK ROAD,2,Unpaved,County Road
2317,DELPHIC ROAD,2,Paved,County Road
2318,DELPHIC ROAD,2,Paved,County Road
2319,TAYLOR AV,2,Paved,City Street
2320,TAYLOR AV,2,Paved,City Street
2321,HWY 3,2,Paved,State Highway
2322,LAURA AV,2,Paved,City Street
2323,BELLE AV,2,Paved,City Street
2324,EAST MOFFETT CREEK ROAD,2,Unpaved,County Road
2325,EAST MOFFETT CREEK ROAD,2,Paved,County Road
2326,SCARFACE ROAD,2,Unpaved,County Road
2327,HARRY CASH ROAD,2,Paved,County Road
2328,99-97 CUTOFF,2,Paved,County Road
2329,HWY 97,2,Paved,State Highway
2330,ORO FINO ROAD,2,Paved,County Road
2331,LIGHTHILL ROAD,2,Paved,County Road
2332,TENNANT ROAD,2,Unpaved,County Road
2333,TENNANT ROAD,2,Paved,County Road
2334,LONG PRAIRIE ROAD,2,Paved,County Road
2335,LONG PRAIRIE ROAD,2,Unpaved,County Road
2336,DANGEL LANE,2,Paved,County Road
2337,QUARTZ VALLEY ROAD,2,Paved,County Road
2338,TENNANT ROAD,2,Paved,County Road
2339,SCARFACE ROAD,2,Unpaved,County Road
2340,SCARFACE ROAD,2,Paved,County Road
2341,EASTSIDE ROAD,2,Paved,County Road
2342,HWY 3,2,Paved,State Highway
2343,SCARFACE ROAD,2,Unpaved,County Road
2344,SCARFACE ROAD,2,Unpaved,County Road
2345,SCARFACE ROAD,2,Paved,County Road
2346,SCARFACE ROAD,2,Unpaved,County Road
2347,QUARTZ VALLEY ROAD,2,Paved,County Road
2348,OLD WESTSIDE ROAD,2,Paved,County Road
2349,SOUTH HAMLIN GULCH ROAD,2,Unpaved,County Road
2350,SPRING ST,2,Paved,City Street
2351,MILL CREEK ROAD,2,Paved,County Road
2352,TENNANT ROAD,2,Paved,County Road
2353,E INEZ ST,2,Paved,City Street
2354,SOUTH HAMLIN GULCH ROAD,2,Paved,County Road
2355,ISGRIGG AVE,2,Paved,City Street
2356,SERPA LANE,2,Paved,County Road
2357,EASTSIDE ROAD,2,Paved,County Road
2358,ISLAND ROAD,2,Paved,County Road
2359,DUZEL CREEK ROAD,2,Unpaved,County Road
2360,ORO FINO ROAD,2,Paved,County Road
2361,QUARTZ VALLEY ROAD,2,Paved,County Road
2362,SCARFACE ROAD,2,Unpaved,County Road
2363,MILL CREEK ROAD,2,Unpaved,County Road
2364,SOUTH HAMLIN GULCH ROAD,2,Unpaved,County Road
2365,MILL CREEK ROAD,2,Unpaved,County Road
2366,SCARFACE ROAD,2,Unpaved,County Road
2367,EAST LOUIE ROAD,2,Unpaved,County Road
2368,SOUTH HAMLIN GULCH ROAD,2,Paved,County Road
2369,EASTSIDE ROAD,2,Paved,County Road
2370,ISLAND ROAD,2,Paved,County Road
2371,SCOTT VALLEY AIRPORT ROAD,2,Paved,County Road
2372,SCARFACE ROAD,2,Unpaved,County Road
2373,SCARFACE ROAD,2,Unpaved,County Road
2374,I-5,2,Paved,Interstate
2375,I-5,2,Paved,Interstate
2376,HWY 3,2,Paved,State Highway
2377,HWY 3,2,Paved,State Highway
2378,QUARTZ VALLEY ROAD,2,Paved,County Road
2379,QUARTZ VALLEY ROAD,2,Paved,County Road
2380,QUARTZ VALLEY ROAD,2,Paved,County Road
2381,EAST LOUIE ROAD,2,Paved,County Road
2382,QUARTZ VALLEY ROAD,2,Paved,County Road
2383,I-5R,2,Paved,Interstate Ramp
2384,I-5R,2,Paved,Interstate Ramp
2385,FIRST STREET,2,Paved,County Road
2386,WEST LOUIE ROAD,2,Paved,County Road
2387,I-5,2,Paved,Interstate
2388,MAIN STREET,2,Paved,County Road
2389,MAPLE STREET,2,Paved,County Road
2390,MYRTLE STREET,2,Paved,County Road
2391,WEST LOUIE ROAD,2,Paved,County Road
2392,I-5,2,Paved,Interstate
2393,SCARFACE ROAD,2,Unpaved,County Road
2394,I-5R,2,Paved,Interstate Ramp
2395,WEST LOUIE ROAD,2,Paved,County Road
2396,I-5R,2,Paved,Interstate Ramp
2397,CRAM GULCH ROAD,2,Unpaved,County Road
2398,WEST LOUIE ROAD,2,Paved,County Road
2399,OLD WESTSIDE ROAD,2,Paved,County Road
2400,FOULKE LANE,2,Unpaved,County Road
2401,MAIN STREET,2,Paved,County Road
2402,FIRST STREET,2,Paved,County Road
2403,EASTSIDE ROAD,2,Paved,County Road
2404,MAIN STREET,2,Paved,County Road
2405,I-5R,2,Paved,Interstate Ramp
2406,I-5,2,Paved,Interstate
2407,MOUNTAIN VIEW ROAD,2,Paved,County Road
2408,MOUNTAIN VIEW ROAD,2,Paved,County Road
2409,SCARFACE ROAD,2,Paved,County Road
2410,I-5,2,Paved,Interstate
2411,I-5R,2,Paved,Interstate Ramp
2412,MAIN STREET,2,Paved,County Road
2413,HWY 3,2,Paved,State Highway
2414,MAIN STREET,2,Paved,County Road
2415,GREENVIEW ROAD,2,Paved,County Road
2416,HWY 3,2,Paved,State Highway
2417,SCARFACE ROAD,2,Unpaved,County Road
2418,SCARFACE ROAD,2,Paved,County Road
2419,CRAM GULCH ROAD,2,Unpaved,County Road
2420,SCARFACE ROAD,2,Unpaved,County Road
2421,SCARFACE ROAD,2,Unpaved,County Road
2422,OLD WESTSIDE ROAD,2,Paved,County Road
2423,SCARFACE ROAD,2,Paved,County Road
2424,WEST LOUIE ROAD,2,Paved,County Road
2425,SCARFACE ROAD,2,Paved,County Road
2426,WEST LOUIE ROAD,2,Paved,County Road
2427,HWY 97,3,Paved,State Highway
2428,99-97 CUTOFF,2,Paved,County Road
2429,HWY 97,3,Paved,State Highway
2430,KELLEMS LANE,2,Paved,County Road
2431,HWY 3,2,Paved,State Highway
2432,KELLEMS LANE,2,Paved,County Road
2433,HWY 3,2,Paved,State Highway
2434,PINE CONE DRIVE,2,Paved,County Road
2435,PINE CONE DRIVE,2,Paved,County Road
2436,BALSAM LANE,2,Paved,County Road
2437,PINE CONE DRIVE,2,Paved,County Road
2438,PINE CONE DRIVE,2,Paved,County Road
2439,PINE CONE DRIVE,2,Paved,County Road
2440,RED FIR LANE,2,Paved,County Road
2441,SECOND STREET,2,Unpaved,County Road
2442,OLD 99 HIGHWAY,2,Paved,County Road
2443,SECOND STREET,2,Unpaved,County Road
2444,SECOND STREET,2,Unpaved,County Road
2445,HAYES LANE,2,Unpaved,County Road
2446,SECOND STREET,2,Unpaved,County Road
2447,SUGAR PINE LANE,2,Paved,County Road
2448,WHITE FIR LANE,2,Paved,County Road
2449,SLOUGH ROAD,2,Unpaved,County Road
